road_id,from,to,road_name,mileage,limit_speed,average_speed,node_list
R011,V010,V011,玉龙立交,2.83,90,90,|[[114.0816218037655, 22.5373430673612], [114.0824995278606, 22.5374077898703], [114.0837824882335, 22.5377038576486], [114.0848187254576, 22.5377532022783], [114.086, 22.538], [114.0881248156491, 22.5384933717242], [114.0896544991705, 22.5388387841322], [114.0910361488028, 22.5389374733917], [114.0927632108431, 22.5391841965403], [114.0942928943645, 22.5393322304295], [114.0960199564048, 22.5394802643186], [114.0975496399263, 22.539776332097], [114.0988326002991, 22.5399243659861], [114.1009050747475, 22.5401710891348], [114.1025827921581, 22.5405165015428], [114.1038164079011, 22.540664535432], [114.1055434699415, 22.5410592924698], [114.1070238088332, 22.5413553602481], [114.108765930063, 22.5417730769421]]
R012,V005,V009,北环彩田立交桥,2.36,70,70,|[[114.0922536023671, 22.5434307516612], [114.0932358593004, 22.5434852188555], [114.0941062774913, 22.543710882831], [114.0950956526317, 22.5438434137989], [114.096, 22.544], [114.0972010977258, 22.5445490633111], [114.0985228438676, 22.545000391262], [114.0996511637447, 22.545290530659], [114.1008117213327, 22.5455484323452], [114.102, 22.546], [114.1033907381947, 22.5464510882469], [114.1050348614443, 22.5466445145116], [114.1066467469831, 22.5471280801732], [114.1077750668602, 22.5473859818594], [114.1088389113158, 22.5476116458348], [114.11, 22.548], [114.1111277887809, 22.5480629737857], [114.1119337315503, 22.5482564000503], [114.1141413301368, 22.5480953702559], [114.1147113207111, 22.5477067714396]]
R013,V003,V012,北环彩田立交桥,2.57,50,50,|[[114.0762186, 22.5431318], [114.0754791707556, 22.5423069885028], [114.0748091239336, 22.5411679089053], [114.0739380630649, 22.5399618246256], [114.0732680162428, 22.5386887356637], [114.0722629460097, 22.5372146326551], [114.0712578757767, 22.5357405296466], [114.070386814908, 22.5342664266381], [114.0697837727681, 22.5329933376762], [114.0686446931706, 22.5314522299854], [114.0675726182553, 22.5299781269769], [114.0664335386578, 22.528705038015], [114.065830496518, 22.526761902231], [114.0649594356493, 22.5256898273157], [114.065, 22.525], [114.0637533513696, 22.5231436493919]]
R014,V012,V013,北环彩田立交桥,1.83,55,55,|[[114.0637533513696, 22.5231436493919], [114.0655305576241, 22.5230173995747], [114.0675942230435, 22.5228039169451], [114.0699781124073, 22.5225548538773], [114.0721485191415, 22.5224125321242], [114.0747458911348, 22.5221990494946], [114.0766672348011, 22.5220211473033], [114.0792290263563, 22.5218076646737], [114.0814742544182, 22.5215045779438]]
R015,V010,V012,南京路,2.42,66,66,|[[114.0816218037655, 22.5373430673612], [114.0808081816986, 22.5364603114342], [114.0796114057765, 22.5354221682551], [114.0781458582916, 22.5345915684624], [114.0766203507693, 22.5330987594548], [114.0750702255596, 22.5313540603235], [114.0730467829728, 22.5298162439574], [114.0709424026824, 22.528035614481], [114.0678667699504, 22.5257693587837], [114.0660052027705, 22.5243124801212], [114.0637533513696, 22.5231436493919]]
R016,V008,V014,深圳路,1.55,80,80,|[[114.1191648364007, 22.5524000918202], [114.1199093418936, 22.5523841050007], [114.1206130971764, 22.5519578870125], [114.121311361643, 22.551481853876], [114.1218952240025, 22.550981400425], [114.1227015101181, 22.5504809469739], [114.1234521902947, 22.5499526905534], [114.1243696882882, 22.5493966311633], [114.1250925654953, 22.5488683747428], [114.1258432456719, 22.5484235272307], [114.126899758513, 22.5478674678407], [114.1279678354835, 22.5472893132354], [114.1292240256061, 22.5464749101303], [114.1302178699791, 22.5453465521732], [114.1315429654666, 22.5444209919681]]
R017,V009,V015,中山路,1.70,90,90,|[[114.1147113207111, 22.5477067714396], [114.1154293961465, 22.5474210471132], [114.1166274954642, 22.5466773992608], [114.1172885157775, 22.5461403202563], [114.1181147911691, 22.5455619274822], [114.1188997527911, 22.544900907169], [114.119684714413, 22.5445290832428], [114.1204283622654, 22.5439093766991], [114.1214198927353, 22.5431657288467], [114.1224527369748, 22.5425047085334], [114.1238160913709, 22.5417197469115], [114.124972876919, 22.5412652954461], [114.1262122900064, 22.5406455889024], [114.1275343306329, 22.5401085098979], [114.1287737437202, 22.539612744663]]
R018,V011,V016,玉龙立交,1.78,100,100,|[[114.108765930063, 22.5417730769421], [114.1093462142364, 22.5410037743614], [114.1101945923775, 22.5403051100099], [114.1109431613255, 22.539756159448], [114.1114921118874, 22.539107399693], [114.1121907762389, 22.5384087353415], [114.1128894405904, 22.5377599755865], [114.1140871509073, 22.5366620744627], [114.115085242838, 22.5358636009182], [114.1160334301722, 22.5351649365667], [114.1171812358926, 22.5344662722152], [114.1186284691921, 22.533518084881], [114.1197263703159, 22.532869325126], [114.1208741760363, 22.5321706607745], [114.1220219817566, 22.5315219010195]]
R019,V013,V017,北环香蜜立交,2.59,95,95,|[[114.0814742544182, 22.5215045779438], [114.0808332965705, 22.5196008872869], [114.080147143412, 22.5172851203769], [114.08, 22.515], [114.0792036828191, 22.5134255088602], [114.0786890679502, 22.5118816642536], [114.0779171456469, 22.5099947430677], [114.077402530778, 22.5081078218817], [114.0767163776194, 22.5065639772751], [114.0759444553161, 22.5043339795099], [114.0751725330128, 22.5017609051655], [114.0746579181439, 22.4991020616762]]
R020,V012,V018,丹竹头立交,2.84,80,80,|[[114.0637533513696, 22.5231436493919], [114.0617202891332, 22.5199405186475], [114.0601837997952, 22.5162529442363], [114.0589546083247, 22.5128726676926], [114.0578790657881, 22.5094923911489], [114.0568035232515, 22.5062657635391], [114.0554206828473, 22.502424540194], [114.0543451403106, 22.4991979125841]]
R021,V011,V013,丹竹头立交,3.6,70,70,|[[114.108765930063, 22.5417730769421], [114.1080193301817, 22.5406355677085], [114.1064305974677, 22.5393116237801], [114.1048418647537, 22.5378552854589], [114.1033193292361, 22.5363327499413], [114.1014658077364, 22.5352073976022], [114.1002742582009, 22.5340158480667], [114.098553131094, 22.532625706942], [114.0966996095943, 22.5315003546029], [114.095, 22.53], [114.0931249609878, 22.5285876779605], [114.0916024254702, 22.5274623256214], [114.0895503123812, 22.5262045788894], [114.0878291852743, 22.5248806349611], [114.0853136918105, 22.5238214798184], [114.0831291843287, 22.5222327471044], [114.0814742544182, 22.5215045779438]]
